ID	Title	Type de document	Dernière modification	Cote	Datum	Auteur	Destinataire	Résumé
2823		Brief	2022-10-25 13:52:15	C06/S43/457	1819-09-23	Salm, Constance de	Prous, Henry	Durchgestrichener Brief eines Dritten [SRD?] an P. mit Nachricht der CdS: Anwesenheit des Herrn Blaikie, der sich um die Gärten und den Park kümmert und Möglichkeit, diesen an Herrn Kopp auszuleihen. Verse der CdS über ihre Uhr.
2824		Brief	2022-10-26 08:03:25	C06/S43/480-482	1819-12-26	Salm, Constance de	Prous, Henry	Kummer des P. Verständnis und Anteilnahme der CdS. Meinung der CdS, eine Trennung von nicht genannten Personen hätte viele Nachteile, er soll darüber nachdenken, keiner hat in diesem Jahrhundert einen wirklich geeigneten Platz. Einschalten des General Maison durch CdS. Angebot der CdS und des SRD an P., bis sich seine Situation entscheidet, auf Schloss Dyck zu wohnen. Betrübnis der CdS über Renard, der sich zu Tode getrunken hat. Unterbrechung des Briefs durch Reise nach Aachen und verschiedene Beschäftigungen, mit denen CdS sich abfinden muss. Zusammentreffen mit M. Ritz. Belastung der CdS durch Arbeit, Korrespondenz, Haushaltsführung etc. Unmöglichkeit für CdS, die gewohnten scherzhaften Anspielungen zu machen angesichts der unsicheren Lage des P. Häufiges Zusammentreffen mit den Damen aus Liedberg. Unannehmlichkeiten des Landlebens. Aachener Haus der CdS.
2825		Brief	2022-10-19 09:01:17		0000-11-20	Salm, Constance de	Prous, Henry	Verspätete Antwort der CdS wegen u.a. einer Reise nach Aachen. Dortige gesellschaftliche Treffen (u.a. Monsieur Ritz). Dankbarkeit der CdS für die guten Gespräche mit P. in der langen, für sie unerträglichen Winterzeit. Beschwerliches Reisen im Winter. Sie sieht oft P’s Familie aus Liedberg.
2826		Brief	2022-10-19 09:00:30		1820-01-01	Salm, Constance de	Prous, Henry	Erster Brief der CdS nach einer Krankheit. Neujahrswünsche. Einladung nach Dyck. Missverständnis in einem früheren Brief/einem Gespräch bezüglich der Familie des P.
2827		Brief	2022-10-19 09:00:30	C06/S43/513-514	1820-03-20	Salm, Constance de	Prous, Henry	Veröffentlichung und Zusendung der „Épître à un honnête homme”. Damit verbundener Aufwand und schlechte politische Lage Frankreichs als Grund für verspäteten Brief. Offenheit der Schrift über Intrigen und Intriganten. Positive Rezeption. Durch schriftstellerische Arbeit Anschluss an die Welt. Freude über Brief des P. und dessen eventuellen Besuch in Liedberg. Neuigkeiten von gemeinsamen Bekannten. Häufiger Besuch des Neffen der CdS in Liedberg. Zusendung der Verse über eine Uhr. Unklarer Zeitpunkt des nächsten Aufenthalts in Aachen. Essenseinladung in Liedberg. Besuch der Mme Van der Leyen. Feier des Namenstags des SRD mit 30 Gästen in Dyck. Freude über eventuellen Zuzug des M. Ritz.
2828		Brief	2022-10-26 07:01:57		1820-04-00	Salm, Constance de	Prous, Henry	Erkältung der CdS. Gute Artikel im „Journal des dames“ und im „Mémorial“ über CdS’ letzte Epître. Abneigung gegen das Landleben.
2829		Brief	2022-10-25 13:54:21	C06/S43/523-524	1820-04-06	Salm, Constance de	Prous, Henry	Zusendung mehrerer Exemplare einer Schrift der CdS und Bitte um Weiterleitung. Bitte um Ankündigung des Werks im „Nouvelliste”. Delikate Angelegenheit und Bitte um sachlich-literarische und nicht freundschaftliche Ankündigung. Vorab Zusendung des Textes der Ankündigung an CdS. Verschobene Ankündigung in Paris aufgrund der politischen Lage. Lob in den „Archives littéraires”. Übersetzung ihrer Verse über eine Uhr durch M. Ritz und Glückwünsche zu dessen Hochzeit. Kurzer Besuch des SRD in Aachen.
2830		Brief	2022-10-25 13:52:59		1820-04-08	Salm, Constance de	Prous, Henry	Versand von 8 Exemplaren ihrer Epître [à un honnête homme] durch CdS mit Bitte um Weitergabe von 6 Exemplaren La Ruelle im Auftrag des Buchhändlers Arthus Bertrand (der CdS‘ Sekretär Ravelli beauftragte und das Werk gedruckt hat). CdS bittet Prous, falls Bertrand schon selber direkt die 6 Exemplare geschickt haben sollte, dass man ihr die 6 Exemplare zurückgibt, denn sie hat nur 100 Exemplare in Dyck erhalten und schon 60 weitergegeben. Dichter sollen dichten und Geschäftsleute Geschäfte machen. Geplante Publikation eines Artikels. SRD zurück aus Aachen mit vielen Nachrichten aus dieser Stadt. Komische Nacherzählung einer Szene aus einer Komödie („Monsieur touche à tout“).
2831		Brief	2022-10-25 13:54:21	C06/S43/533-534	1820-04-12	Salm, Constance de	Prous, Henry	Durch CdS korrigierte Version des Artikels über ihre Schrift (dem Brief beigelegt). Bitte um Verständnis für ihre Offenheit. Freude über Lob des P. und ihrer Freunde. Wichtigkeit, ihren Vornamen auszuschreiben, um Verwechslungen mit Prinzessinnen mit gleichem Nachnamen zu vermeiden. Möglichkeit, dass P. La Ruelle die Bücherexemplare der CdS bis zum Erhalt der Lieferung leihweise überlässt. Wunsch, dass der Artikel des P. übersetzt wird und in deutschen Zeitungen erscheint, da CdS in Deutschland wichtige Bekanntschaften hat. Seit mehreren Tagen kein Empfang französischer Zeitungen. Dank und Grüße an M. Ritz.
2832		Brief	2022-10-19 09:00:30	CdS/02_2/237	1820-04-00	Salm, Constance de	Prous, Henry	Antwort auf Reaktion des Prous auf das Stück von Dumont. CdS ist anderer Ansicht. Einladung an P., da die Hompeschs auf Dyck sind, sowie an Louise und Madame Kopp für Samstag.
2834		Brief	2022-10-19 09:00:30	C06/S43/551	1820-05-18	Salm, Constance de	Prous, Henry	"Schlechter Gesundheitszustand der CdS. Freude über Artikel des P. Artikel der CdS im ""Conservateur littéraire""; Wunsch der Redaktion, dass sie die Seiten 12 und 13 ändert."
2835		Brief	2022-10-26 11:55:20	C06/S43/552-553	1820-05-20	Salm, Constance de	Prous, Henry	CdS denkt an P., auch wenn sie keine Zeit hat zu schreiben. Wetterbedingungen bei Aufbruch des P. Positiver Artikel über Schrift der CdS im „Censeur”. Enthusiasmus des duc d'Orléans für ihre Schrift. Lob der Mme de Genlis. Schlechter Gesundheitszustand der CdS. P. soll die 6 Exemplare ihrer Schrift von La Ruelle zurückholen. Möglichkeit, diese an Freunde des P. zu verteilen. Zusendung eines Exemplars für P. Übliche Sonntagseinladung des P. nach Dyck.
2836		Brief	2022-10-19 09:00:30		1820-09-02	Salm, Constance de	Prous, Henry	Freude der CdS über gute Nachrichten von Prous, sowie vom Hofrat (?). Einladung an P. für den kommenden Montag.
2837		Brief	2022-10-19 09:00:30		1820-08-25	Salm, Constance de	Prous, Henry	CdS’ Krankheit und Abgeschlagenheit (nach dem Tod der Minette). Wünscht sich, Prous und die „Damen” bald zu sehen, würde ihr gut tun. Hompesch wird auch erwartet. Bruder der CdS zu Besuch. Bauarbeiten auf Schloss Dyck. SRD hat die Amsel, die Prous geschickt hat, stopfen lassen, es handelt sich um eine ganz andere Art als die von Dyck.
2838		Brief	2022-10-25 14:10:40	C06/S43/596	1821-01-16	Salm, Constance de	Prous, Henry	Zusendung eines Romans von Auguste Lafontaine und von Briefen des Lantier. Nachrichten über die Nichte von Prous sind schlimm. Reise des SRD nach Düsseldorf. Freude der CdS an ihrem neuen Arbeitszimmer auf Schloss Dyck. Sorgen über die [Deutschland]-Politik. Frage über die Gesundheit der Madame Kopp.
2839		Brief	2022-10-19 09:00:30	C06/S43/597	1821-02-05	Salm, Constance de	Prous, Henry	Erhalt von Büchern durch CdS. Handwerker in Dyck.
2840		Brief	2022-10-19 09:00:30	C06/S43/598	1821-04-23	Salm, Constance de	Prous, Henry	Zusendung der gestrigen Zeitung. Dort Furcht vor Russen. Schlechter Gesundheitszustand der CdS und nicht verwindbarer Schicksalsschlag.
2841		Brief	2022-10-19 09:00:30	C06/S43/609	1821-08-28	Salm, Constance de	Prous, Henry	Abgeschlossene Angelegenheiten der CdS. Notwendigkeit, sich darum zu kümmern, um nicht seine Ruhe zu gefährden. Belebende Wirkung und Beflügelung durch Aufregungen. CdS kann SRD nicht nach Langwarden begleiten. Versprechen, P. morgen Zeitungen zu schicken. Unsicherheiten des russischen Zaren.
2842		Brief	2022-10-19 09:00:30	C06/S43/602	1821-05-00	Salm, Constance de	Prous, Henry	Kommentar über die Napolitaner (?).
2843		Brief	2022-10-19 09:00:30	C06/S43/603	1821-05-00	Salm, Constance de	Prous, Henry	Einladung des P. und seiner Familie nach Dyck. CdS will mit Prous die Nachrichten aus der Zeitung („Journal de Francfort“) besprechen: Verfassungen, Lage in Sardinien, in Neapel. CdS geht es besser.
2844		Brief	2022-10-19 09:00:30	C06/S43/601	1821-05-16	Salm, Constance de	Prous, Henry	Vielbeschäftigung mit Korrespondenz und Finanzen. Ungenaues Datum ihrer Reise nach Aachen, Grüße an Ritz, Louise sollte nach Uerdingen [und nicht auf sie warten].
2845		Brief	2022-10-26 08:22:55	CdS/02_2/257	1821-06-07	Salm, Constance de	Prous, Henry	CdS vermisst Prous. Familie von Hompesch ist in Dyck, CdS lädt Prous ein. SRD wird mit dem Grafen nach Düsseldorf fahren, dann soll es sich Prous gemütlich machen als einziger Mann in der Gesellschaft von mehreren Frauen. Ankündigung von pikanten Geschichten über seine Nichte, die Madame Hompesch in Lüttich zugetragen worden sind. Ein junger Locquenghien ist am vorigen Tag gestorben.
2846		Brief	2022-10-26 08:28:25	C01/S04/100-101	1821-08-30	Salm, Constance de	Prous, Henry	Versand von Zeitungen. Einzige Neuigkeit sind die 930.000 einberufenen Soldaten. Einladung zur Geburtstagsfeier des SRD, unter den Gästen wird General Maison sein. CdS schuldet Prous noch Zeitungen aus Düsseldorf.
2847		Brief	2022-10-26 08:03:25	C06/S43/611-612	1821-09-18	Salm, Constance de	Prous, Henry	Gestriges gesundheitliches Leiden der CdS. Ärger über Annahme des P., sie bräuchte Hilfe bei der Lektüre eines Briefs. Fast genauso schnelle Lektüre deutscher wie französischer Zeitungen. Schädlichkeit von Wein für Kinder. P. ist an schwer lesbare Briefe der CdS gewöhnt.
2848		Brief	2022-10-26 08:30:12	C06/S43/610	1821-09-00	Salm, Constance de	Prous, Henry	Krankheit der CdS und Diagnose des Arztes. Unmöglichkeit zu schreiben oder zu arbeiten. Schlechter Gesundheitszustand der Mlle Lenders und Bitte um Neuigkeiten. Zusendung einer Zeitung: Der Herr [Napoleon?] wird dort so behandelt, wie er es verdient hat. Verstorbene haben immer Unrecht. P. soll seine Gesundheit schonen.
2849		Brief	2022-10-19 09:00:30	C06/S43/613	1821-10-08	Salm, Constance de	Prous, Henry	Einladung an die Bewohner von Schloss Liedberg.
2850		Brief	2022-10-19 09:00:30	C01/S04/108-109	1821-11-04	Salm, Constance de	Prous, Henry	Dank für das Geschenk eines Schreibpults. Zusendung von Versen an Prous. Einsamkeit der CdS und schreckliches Wetter. Reaktion auf einen Kommentar des Prous über eine Uhr [À ma pendule qui s’était arrêtée?] von CdS, Unglück macht sie abergläubisch. CdS wird ihren Geburtstag am 7. November nicht feiern, aber liebe Freunde dürfen gerne vorbeikommen. Zusendung eines Auszugs über das Urteil gegen Bouton. Fußnote der CdS: Sie hat verschiedene Verse veröffentlicht, die nicht in der Gesamtausgabe ihrer Werke vorkommen, von denen einige am Ende ihrer zu veröffentlichenden Korrespondenz abgedruckt werden sollen.
2851		Brief	2022-10-19 09:00:30	C06/S43/616-617	1821-11-30	Salm, Constance de	Prous, Henry	Gesundheitszustand der CdS und des P. Einladung nach Dyck. Tod des M. Klein. Entmutigung der CdS angesichts der Lage in Griechenland. Unsicherheit und Unmöglichkeit des russischen Zaren, Wichtiges von Unwichtigem zu trennen. Gelbfieber. Epitaph der CdS für einen Hund, der schließlich doch überlebt hat.
2852		Brief	2022-10-27 10:14:55	C06/S43/607-608	1821-07-26	Salm, Constance de	Prous, Henry	Negative Meinung der CdS über Fragmente eines Werks der Mme de Staël. Eine dort beschriebene unwahrscheinliche Begegnung zwischen Prinz Ferdinand und Mme de Staël. Zweifel der CdS, dass das Buch von Mme de Staël ist. Parteigeist der Mme de Staël. Schlechtes Verhalten Napoleons ihr gegenüber. Meinung in Paris zu Restaurationszeiten: Mme de Staël ist auch für die aktuelle Regierung gefährlich. Damaliger Unwillen der CdS, ihre persönliche Bekanntschaft zu machen, obwohl sie in den gleichen Kreisen verkehrten. Ablehnung der CdS von Unruhen und Parteigeist. Ablehnung des politischen Meinungswechsels. Mangelnder Wunsch oder Mut, sich solchen Übertreibungen auszusetzen. Vorangegangene Zeilen als politische Glaubensbekenntnis. Übereinstimmung mit dem lobenden Nachruf des Lord Byron auf Napoleon. Gefallen der CdS an Anschuldigungen des Engländers Byron gegen sein eigenes Land. Zu große Arztgläubigkeit des P.
2853		Brief	2022-10-19 09:01:17			Salm, Constance de	Prous, Henry	Einladung des [Prous] nach Dyck, um eine anregende Konversation mit CdS zu genießen.
3012		Brief	2024-06-05 14:25:32			Salm, Constance de	Francq, Agathe Clémence, baronne de	Beschreibung eines jungen Mannes mit einem Pferd.
3292		Brief	2022-10-27 13:14:02	C02/S09/662-663	1814-09-10	Salm, Constance de	Mentelle, Edme	Ein befreundeter Bibliothekar wurde in einer gewissen Angelegenheit vergessen. Unverständnis für den Erfolg der Fabeln von Guingené. Beziehungen der Bevölkerung zu Preußen und der preußischen Besatzung, blutige Auseinandersetzungen. Große Empfänge jeden Sonntag auf Schloss Dyck, auch Preußen (positiver Eindruck von CdS). Warten auf die Ergebnisse des [Wiener] Kongresses.
3293		Brief	2022-10-26 07:01:57	C06/S43/016-017	1815-10-26	Salm, Constance de	Mentelle, Edme	Schlechter Gesundheitszustand der CdS und schlechte medizinische Versorgung auf dem Land. Empfang zweier Briefe der M. und positives Urteil über von M. verfasste Strophen. Dichterische Leichtigkeit und Anmut und kleinere Veröffentlichung des M. im „Mercure“. Freude über Neuigkeiten in Briefen des M. Abgeschnittensein von Informationen. Langsame Zustellung der Zeitungen aus Paris und Bitte um Neuigkeiten. Entmutigung der CdS angesichts ihrer unklaren Rückkehr nach Paris. Freude über die Geburt ihres zweiten Enkelkindes. CdS in der Nachwelt durch ihre Enkel und diesbezügliches Gedicht.
3294		Brief	2022-10-27 12:40:43	C02/S09/575-576	1813-04-17	Salm, Constance de	Mentelle, Edme	CdS liest die Briefe Mentelles ihrem Kreis vor, der ihn sehr schätzt (u.a. Wittgenstein, Bürgermeister von Köln). Bedankt sich für die Nachrichten aus der Pariser Gesellschaft, besonders über die gute Küche. Das Landleben bietet wenige intellektuelle Reize, aber kulinarische schon. Grüße an Le Prévôt d’Iray, Gefallen der CdS daran, dass Mentelle die Société du Trône mag. Belieferung der Minette mit Büchern durch Mentelle. Kommentare über den Autor Lemercier, dessen Schreibstil nicht so angenehm ist, wie seine Konversation sein soll. Keine Lust, das neue Gedicht von Millevoye über Goffin zu lesen. CdS kennt das „Jeu du diable“ [Teufelspiel ?] nicht, obwohl die Königin von Holland eins in Aachen besitzt. Abneigung der CdS gegen ohne Autorennamen publizierte Werke. Der Schwager ihres Bruders, Colonel Saint-Mars, ist in Russland in Gefangenschaft (Nachricht steht im 10. Bulletin [de la Grande Armée]). Der andere Bruder ist aus Spanien zurückgekehrt.
3878		Brief	2022-10-27 10:14:55	CdS/02_1/135-137	1805-07-09	Salm, Constance de	Raboteau, Pierre Paul 	Umbauarbeiten in Dyck, Einrichtung einer neuen Wohnung für CdS. Arbeitswut der CdS. Zu ihrem Erstaunen und entgegen allen bisherigen Äußerungen findet CdS das Landleben sehr förderlich, glückbringend und ausgleichend. Verse über ihren Alltag. Sie ist glücklich. Besuche von deutschen Nachbarn („gute dicke Deutsche“). Charakter der Deutschen im Rheinland im Unterschied zu den Franzosen. Es sind „Franko-Germanen“. Ruhiges Wesen der Bauern, aber der Schein trügt: Wie in Frankreich gibt es viele Rivalitäten. CdS‘ Gefallen an den Kommentaren des Raboteau über die Tempelritter und die Moden. CdS findet es schade, dass R. nicht mehr Zeit der Muse widmen kann. CdS hat das überall gelesene und kommentierte Werk über die Tempelritter [=wahrscheinlich das Stück von Raynouard, erschienen 1805] nicht gelesen und ist dessen  überdrüssig. Wert einer treuen und aufrichtigen Freundschaft.
3879		Brief	2022-10-27 13:09:40	C02/S09/201-202	1805-10-18	Salm, Constance de	Raboteau, Pierre Paul 	Geplante Rückkehr der CdS nach Paris am 8. November. CdS war sehr mit dem Verfassen eines neuen Werks beschäftigt. Will nach dem ruhigen und gesunden Landleben auch einen ruhigeren Rhythmus in ihrem Pariser Leben einführen. SRD muss wegen verschiedener Geschäfte in Dyck bleiben, Traurigkeit der CdS über diese Trennung. Philosophische Betrachtungen über die Illusion des bewegten Pariser Lebens. Tiefe Traurigkeit der CdS wegen des Todes der Mme Mentelle.
3880		Brief	2022-10-27 13:04:02		1806-04-04	Salm, Constance de	Raboteau, Pierre Paul 	Raboteaus Brief kurz nach Rückkehr der CdS in Dyck eingetroffen. Erster Brief aus Paris, gute Schreibqualitäten. Häufigere kurze Reisen des SRD wegen verschiedener Geschäftsangelegenheiten. Lange Verse der CdS über einerseits die Freiheit, die sie im Alltag in Dyck genießt, und andererseits die Entfernung von Paris und ihren Freunden. Trägheit der Deutschen. Dank für die feinen philosophischen Gedanken des R. sowie seine literarischen Nachrichten, u.a. Henri IV [= wahrscheinlich „La mort d’Henri IV“ von Legouvé]; CdS traut eher den Empfehlungen geschmackssicherer Freunde als dem öffentlichen Ruf. CdS religiöse Praxis („je vais tous les dimanches à la messe, et c’est toute ma religion et ma politique“), nimmt sich jetzt Zeit, denn in Paris hat man kaum Zeit für die Religion. Rückkehr nach Paris am 15. September geplant. Am 15. August wird der Namenstag Napoleons gefeiert: Vorbereitungen durch SRD als Vorsitzender des Bezirks und CdS (festliche Beleuchtung, etc.). R. soll CdS sein Gedicht „Les jeux de l’enfance“ zuschicken.
3883		Brief	2022-10-25 14:05:48	C02/S09/262-263	1807-07-12	Salm, Constance de	Raboteau, Pierre Paul 	Reise der CdS nach Kleve. Krankheit der CdS, deswegen Antwort erst nach dem 2. Brief des Prous. Sie nimmt „eau de Sedlitz“ (Sedlitzer Wasser).
3884		Brief	2022-10-19 09:00:30	C02/S09/351-352	1809-10-12	Salm, Constance de	Raboteau, Pierre Paul 	Bevorstehende Abreise der CdS. Vorfreude auf Paris. Bitte um Information der Freunde. Dank für Briefe. Verspätete Antwort wegen gesundheitlicher Probleme.
3885		Brief	2022-10-27 13:10:35	C02/S09/299-300	1808-06-11	Salm, Constance de	Raboteau, Pierre Paul 	Verse über die Pflicht, zu schreiben und regelmäßig zu arbeiten. Schlechtes Wetter und philosophische Gedanken der CdS über die Notwendigkeit, mit fortgeschrittenem Alter alles negativer zu sehen als in der Jugend, damit man auch bereitwillig „geht“. Übereinstimmung des R. und der CdS über die mittelmäßige Qualität des Stücks „l’Assemblée de famille“ [von Riboutté]. Kommentar der CdS: lieber ein sehr schlechtes Werk als ein mittelmäßiges.
3886		Brief	2022-10-27 13:04:02	C02/S09/303-305	1808-08-05	Salm, Constance de	Raboteau, Pierre Paul 	Abneigung der CdS gegen das Landleben in Dyck, obwohl sie bei ihrem ersten Aufenthalt Wohlgefallen gefunden hatte. CdS braucht ständige Aktivität. Verse der CdS für das Album des polnischen Generals Sokolniki über die Notwendigkeit, die Lebenszeit nicht untätig verstreichen zu lassen. Gerüchte über die Rückkehr Napoleons nach Paris. Hoffnung der CdS, nach Frankreich zurückzukehren. Geplante Feier für den 15. August [= Napoleons Namenstag] mit voraussichtlich 40 Gästen. Geringe Anzahl, weil es in der Gegend niemanden mit Niveau gebe. Unangenehme Nachbarschaft. Kleinere gesundheitliche Beschwerden.
3887		Brief	2022-10-26 07:01:57	C02/S09/321	1809-05-21	Salm, Constance de	Raboteau, Pierre Paul 	Gute Reise nach Dyck und gute Ankunft der CdS und des SRD. CdS vermisst nur ihre Freunde aus Paris. P.S.: Bitte um Sendung rue Neuve des Mathurins.
3888		Brief	2022-10-27 12:28:34	C02/S09/328-330	1809-06-12	Salm, Constance de	Raboteau, Pierre Paul 	Große Anzahl der Briefe, die CdS empfängt, hindert sie daran, immer zeitnah zu antworten. Sie versucht, ihren engsten Freunden schneller zu schreiben. Freude der CdS über ihr Album als Zeichen der Freundschaft. Verse über das Lob, das auf sie geschrieben wurde, und die damit verbundene Unsterblichkeit. CdS hat „Raboteaus Préfet“ gesehen [=Frochot?]. Schlechtes Wetter: Der deutsche Sommer ist wie ein Winter (viel Regen), CdS vermisst daher Frankreich und Paris. Kauf eines Hauses in Paris (50.000 écus), was CdS sehr nervös macht wegen ihres ungeschickten Umgangs mit Geld; die Frau, die das Haus bewohnt, wird erst im Oktober 1810 ausziehen. CdS hat „Les Martyrs“ (Chateaubriand) nicht gelesen, wünscht Raboteaus Meinung über historische Romane und findet, dass die „Mystiker“ ein Betrug sind.
3889		Brief	2022-10-27 12:29:13	C02/S09/342-343	1809-07-20	Salm, Constance de	Raboteau, Pierre Paul 	Zeitmangel der CdS für eine regelmäßige Beantwortung der Korrespondenz. Lektüre des Lobs auf Lalande von CdS im Athénée des arts. CdS hatte die Rede anonym lesen lassen, aus Angst vor Kritiken, aber jetzt ist sie darüber verärgert, denn der Erfolg war groß. Deswegen wird sie das Werk offiziell drucken lassen. Komposition von Versen für den Namenstag von Marguerite Beugnot, Ehefrau des Jacques Claude Beugnot, Minister in Düsseldorf; gute Meinung der CdS über das Paar. Verse inspiriert durch die Verse des Raboteau für CdS‘ Namenstag. Gefallen der CdS am Epigramm des R. über P[icard]; Abneigung der CdS gegen diesen. CdS kann nicht vergeben, höchstens vergessen.
3890		Brief	2022-10-25 14:10:40	C02/S09/347-348	1809-08-10	Salm, Constance de	Raboteau, Pierre Paul 	Veröffentlichung des Lalande-Nachrufs nach CdS' Rückkehr nach Paris. Arbeit an einer neuen Epître [à un vieil auteur], diese wurde in 15 Tagen fast abgeschlossen. Verse schreiben ist CdS’ tiefstes Glück und füllt ihre Einsamkeit aus. Vorfreude auf Paris und gleichzeitig Angst vor dem Umzug. Besuch des Coupigny, der aus Spa zurückreiste. Hohe Unterhaltskosten für Schloss Dyck (60 Leute wohnen und wirken dort). Viele Geschäftsangelegenheiten und Anpassungsschwierigkeiten an das Land, dessen Sitten und Sprache. CdS beabsichtigt, schnellstmöglich nach dem 15. September abzureisen.
3892		Brief	2022-10-27 13:09:40	C02/S09/403-405	1810-08-21	Salm, Constance de	Raboteau, Pierre Paul 	Dank für seinen Brief. Raboteau als ihr treuester Freund und Briefpartner. CdS’ Genesung nach ihrem Sturz. Besuch von einigen Freunden, Einsamkeit nach deren Abreise. Arbeit an ihrem neuesten Projekt. Dank für seine Verse über ihre Genesung und ein weiteres Gedicht. Lektüre seiner Briefe in Gegenwart ihrer Freunde. Bericht des Instituts. In Versform: Klage über Eintönigkeit des sittenstrengen und freudlosen Landlebens (siehe auch im Brief an Ladoucette, C02/S09/399). Erfolg ihrer „Cantate sur le mariage de Sa Majesté l’Empereur“ in Aachen. Anfrage des Préfet de la Roer, Ladoucette, das Stück im Theater aufführen zu lassen. Zufriedenheit CdS’ über Erfolg, hofft auf entsprechendes Medienecho auch in Paris. Reise Napoleons nach Düsseldorf verzögert sich. Feier auf Schloss Dyck anlässlich des 15. August. Schicksalsgläubigkeit der CdS im Widerspruch zum aufgeklärten Zeitalter. Grüße von SRD und Minette, vor allem an Raboteaus Tochter.
